Feature,SHAP value,Feature value,Feature Group,Sample ID,Feature Order
Fault distance,0.0665589,0.5302309,Geology,DEMO076,
Fault distance,0.1411012,0.6133992,Geology,DEMO077,
Fault distance,0.1088287,0.6698728,Geology,DEMO078,
Fault distance,0.0584806,0.6673553,Geology,DEMO079,
Fault distance,0.1207962,0.6102075,Geology,DEMO080,
Fault distance,0.1655927,0.5367408,Geology,DEMO081,
Fault distance,0.1034169,0.4954284,Geology,DEMO082,
Fault distance,0.0928244,0.5148046,Geology,DEMO083,
Fault distance,0.1730070,0.5857477,Geology,DEMO084,
Fault distance,0.1729948,0.6671464,Geology,DEMO085,
Fault distance,0.1078166,0.7114332,Geology,DEMO086,
Fault distance,0.1436909,0.6941260,Geology,DEMO087,
Fault distance,0.2129011,0.6290349,Geology,DEMO088,
Fault distance,0.1707150,0.5596890,Geology,DEMO089,
Fault distance,0.1307552,0.5323083,Geology,DEMO090,
Fault distance,0.2017466,0.5671040,Geology,DEMO091,
Fault distance,0.2356137,0.6457322,Geology,DEMO092,
Fault distance,0.1706025,0.7226890,Geology,DEMO093,
Fault distance,0.1743926,0.7535739,Geology,DEMO094,
Fault distance,0.2555987,0.7226678,Geology,DEMO095,
Fault distance,0.2438390,0.6527003,Geology,DEMO096,
Fault distance,0.1845528,0.5907413,Geology,DEMO097,
Fault distance,0.2337507,0.5789777,Geology,DEMO098,
Fault distance,0.2965684,0.6285230,Geology,DEMO099,
Fault distance,0.2471188,0.7125256,Geology,DEMO100,
Fault distance,0.2202319,0.7828539,Geology,DEMO101,
Fault distance,0.2991041,0.7999982,Geology,DEMO102,
Fault distance,0.3225943,0.7576203,Geology,DEMO103,
Fault distance,0.2586768,0.6865057,Geology,DEMO104,
Fault distance,0.2787384,0.6354646,Geology,DEMO105,
Fault distance,0.3605725,0.6410430,Geology,DEMO106,
Fault distance,0.3399620,0.7048545,Geology,DEMO107,
Fault distance,0.2913366,0.7926110,Geology,DEMO108,
Fault distance,0.3555046,0.8554558,Geology,DEMO109,
Fault distance,0.4136279,0.8603546,Geology,DEMO110,
Fault distance,0.3628773,0.8106749,Geology,DEMO111,
Fault distance,0.3550825,0.7441801,Geology,DEMO112,
Fault distance,0.4454497,0.7096943,Geology,DEMO113,
Fault distance,0.4653557,0.7369467,Geology,DEMO114,
Fault distance,0.4140785,0.8183535,Geology,DEMO115,
Fault distance,0.4620185,0.9141178,Geology,DEMO116,
Fault distance,0.5584137,0.9776338,Geology,DEMO117,
Fault distance,0.5536696,0.9858582,Geology,DEMO118,
Fault distance,0.5567440,0.9575231,Geology,DEMO119,
Fault distance,0.7239620,0.9619055,Geology,DEMO120,
Wetness index,-0.5897375,0.0135604,Hydrology,DEMO001,9
Wetness index,-0.5554712,0.0141430,Hydrology,DEMO002,
Wetness index,-0.4728673,0.0000000,Hydrology,DEMO003,
Wetness index,-0.3940902,0.0306519,Hydrology,DEMO004,
Wetness index,-0.4182195,0.1118464,Hydrology,DEMO005,
Wetness index,-0.4265140,0.2091654,Hydrology,DEMO006,
Wetness index,-0.3483729,0.2750375,Hydrology,DEMO007,
Wetness index,-0.3209089,0.2793130,Hydrology,DEMO008,
Wetness index,-0.3690825,0.2286768,Hydrology,DEMO009,
Wetness index,-0.3465480,0.1628875,Hydrology,DEMO010,
Wetness index,-0.2738770,0.1303312,Hydrology,DEMO011,
Wetness index,-0.2902878,0.1581375,Hydrology,DEMO012,
Wetness index,-0.3306272,0.2354483,Hydrology,DEMO013,
Wetness index,-0.2760043,0.3202459,Hydrology,DEMO014,
Wetness index,-0.2290125,0.3655111,Hydrology,DEMO015,
Wetness index,-0.2758128,0.3484731,Hydrology,DEMO016,
Wetness index,-0.2863307,0.2847903,Hydrology,DEMO017,
Wetness index,-0.2155149,0.2188593,Hydrology,DEMO018,
Wetness index,-0.2076139,0.1962712,Hydrology,DEMO019,
Wetness index,-0.2618512,0.2355220,Hydrology,DEMO020,
Wetness index,-0.2341462,0.3165453,Hydrology,DEMO021,
Wetness index,-0.1708915,0.3931898,Hydrology,DEMO022,
Wetness index,-0.2014005,0.4218933,Hydrology,DEMO023,
Wetness index,-0.2382298,0.3887468,Hydrology,DEMO024,
Wetness index,-0.1797473,0.3181430,Hydrology,DEMO025,
Wetness index,-0.1455815,0.2576371,Hydrology,DEMO026,
Wetness index,-0.1994004,0.2484232,Hydrology,DEMO027,
Wetness index,-0.2013580,0.2997602,Hydrology,DEMO028,
Wetness index,-0.1320991,0.3832280,Hydrology,DEMO029,
Wetness index,-0.1375817,0.4503828,Hydrology,DEMO030,
Wetness index,-0.1908608,0.4628459,Hydrology,DEMO031,
Wetness index,-0.1545012,0.4161416,Hydrology,DEMO032,
Wetness index,-0.0990054,0.3424816,Hydrology,DEMO033,
Wetness index,-0.1394378,0.2907647,Hydrology,DEMO034,
Wetness index,-0.1687976,0.2962146,Hydrology,DEMO035,
Wetness index,-0.1059322,0.3585092,Hydrology,DEMO036,
Wetness index,-0.0835597,0.4419836,Hydrology,DEMO037,
Wetness index,-0.1407403,0.4977811,Hydrology,DEMO038,
Wetness index,-0.1323600,0.4941960,Hydrology,DEMO039,
Wetness index,-0.0653582,0.4363656,Hydrology,DEMO040,
Wetness index,-0.0826388,0.3630819,Hydrology,DEMO041,
Wetness index,-0.1319433,0.3227044,Hydrology,DEMO042,
Wetness index,-0.0869282,0.3431302,Hydrology,DEMO043,
Wetness index,-0.0399028,0.4144722,Hydrology,DEMO044,
Wetness index,-0.0879346,0.4952006,Hydrology,DEMO045,
Wetness index,-0.1079302,0.5379350,Hydrology,DEMO046,
Wetness index,-0.0418436,0.5188693,Hydrology,DEMO047,
Wetness index,-0.0311655,0.4525570,Hydrology,DEMO048,
Wetness index,-0.0890738,0.3828750,Hydrology,DEMO049,
Wetness index,-0.0698934,0.3557774,Hydrology,DEMO050,
Wetness index,-0.0066284,0.3907591,Hydrology,DEMO051,
Wetness index,-0.0344840,0.4687511,Hydrology,DEMO052,
Wetness index,-0.0775815,0.5439633,Hydrology,DEMO053,
Wetness index,-0.0247687,0.5723220,Hydrology,DEMO054,
Wetness index,0.0128388,0.5388409,Hydrology,DEMO055,
Wetness index,-0.0406753,0.4669286,Hydrology,DEMO056,
Wetness index,-0.0501198,0.4038536,Hydrology,DEMO057,
Wetness index,0.0175622,0.3913910,Hydrology,DEMO058,
Wetness index,0.0167035,0.4398814,Hydrology,DEMO059,
Wetness index,-0.0395622,0.5218108,Hydrology,DEMO060,
Wetness index,-0.0097269,0.5888974,Hydrology,DEMO061,
Wetness index,0.0482134,0.6020766,Hydrology,DEMO062,
Wetness index,0.0111441,0.5557609,Hydrology,DEMO063,
Wetness index,-0.0238988,0.4813109,Hydrology,DEMO064,
Wetness index,0.0354376,0.4275617,Hydrology,DEMO065,
Wetness index,0.0628405,0.4304972,Hydrology,DEMO066,
Wetness index,0.0060111,0.4909049,Hydrology,DEMO067,
Wetness index,0.0078495,0.5738884,Hydrology,DEMO068,
Wetness index,0.0753510,0.6305391,Hydrology,DEMO069,
Wetness index,0.0634029,0.6283101,Hydrology,DEMO070,
Wetness index,0.0110252,0.5712288,Hydrology,DEMO071,
Wetness index,0.0509643,0.4973976,Hydrology,DEMO072,
Wetness index,0.1021168,0.4553331,Hydrology,DEMO073,
Wetness index,0.0574570,0.4738388,Hydrology,DEMO074,
Wetness index,0.0320285,0.5441194,Hydrology,DEMO075,
Wetness index,0.0963869,0.6252441,Hydrology,DEMO076,
Wetness index,0.1131246,0.6695662,Hydrology,DEMO077,
Wetness index,0.0552599,0.6523138,Hydrology,DEMO078,
Wetness index,0.0687623,0.5869745,Hydrology,DEMO079,
Wetness index,0.1343395,0.5169215,Hydrology,DEMO080,
Wetness index,0.1121467,0.4884807,Hydrology,DEMO081,
Wetness index,0.0658243,0.5221638,Hydrology,DEMO082,
Wetness index,0.1150479,0.5999327,Hydrology,DEMO083,
Wetness index,0.1582415,0.6764037,Hydrology,DEMO084,
Wetness index,0.1079457,0.7070327,Hydrology,DEMO085,
Wetness index,0.0934774,0.6757802,Hydrology,DEMO086,
Wetness index,0.1613056,0.6050743,Hydrology,DEMO087,
Wetness index,0.1673921,0.5418859,Hydrology,DEMO088,
Wetness index,0.1109504,0.5285626,Hydrology,DEMO089,
Wetness index,0.1362824,0.5765339,Hydrology,DEMO090,
Wetness index,0.1984373,0.6592175,Hydrology,DEMO091,
Wetness index,0.1673823,0.7285308,Hydrology,DEMO092,
Wetness index,0.1293154,0.7447545,Hydrology,DEMO093,
Wetness index,0.1869594,0.7012036,Hydrology,DEMO094,
Wetness index,0.2215688,0.6283838,Hydrology,DEMO095,
Wetness index,0.1680956,0.5750533,Hydrology,DEMO096,
Wetness index,0.1659369,0.5779504,Hydrology,DEMO097,
Wetness index,0.2359737,0.6389859,Hydrology,DEMO098,
Wetness index,0.2322225,0.7240652,Hydrology,DEMO099,
Wetness index,0.1801271,0.7842698,Hydrology,DEMO100,
Wetness index,0.2176477,0.7862467,Hydrology,DEMO101,
Wetness index,0.2756483,0.7329326,Hydrology,DEMO102,
Wetness index,0.2381471,0.6617443,Hydrology,DEMO103,
Wetness index,0.2111204,0.6213586,Hydrology,DEMO104,
Wetness index,0.2770270,0.6415030,Hydrology,DEMO105,
Wetness index,0.3038378,0.7145170,Hydrology,DEMO106,
Wetness index,0.2510656,0.8001365,Hydrology,DEMO107,
Wetness index,0.2637091,0.8505306,Hydrology,DEMO108,
Wetness index,0.3364437,0.8400447,Hydrology,DEMO109,
Wetness index,0.3261608,0.7811832,Hydrology,DEMO110,
Wetness index,0.2838147,0.7169089,Hydrology,DEMO111,
Wetness index,0.3366893,0.6940484,Hydrology,DEMO112,
Wetness index,0.3939129,0.7343289,Hydrology,DEMO113,
Wetness index,0.3576192,0.8210494,Hydrology,DEMO114,
Wetness index,0.3505784,0.9096963,Hydrology,DEMO115,
Wetness index,0.4330496,0.9559765,Hydrology,DEMO116,
Wetness index,0.4653238,0.9440140,Hydrology,DEMO117,
Wetness index,0.4354516,0.8976380,Hydrology,DEMO118,
Wetness index,0.4961008,0.8694874,Hydrology,DEMO119,
Wetness index,0.6459774,0.9287248,Hydrology,DEMO120,
Curvature,-0.5198744,0.9732493,Geomorphology,DEMO001,10
Curvature,-0.4512503,0.8499975,Geomorphology,DEMO002,
Curvature,-0.3603447,0.8262369,Geomorphology,DEMO003,
Curvature,-0.3427722,0.8650421,Geomorphology,DEMO004,
Curvature,-0.3703108,0.9184755,Geomorphology,DEMO005,
Curvature,-0.3272471,0.9369545,Geomorphology,DEMO006,
Curvature,-0.2709165,0.8961394,Geomorphology,DEMO007,
Curvature,-0.2955381,0.8106195,Geomorphology,DEMO008,
Curvature,-0.3121128,0.7241630,Geomorphology,DEMO009,
Curvature,-0.2535506,0.6821462,Geomorphology,DEMO010,
Curvature,-0.2294046,0.7031310,Geomorphology,DEMO011,
Curvature,-0.2715297,0.7671736,Geomorphology,DEMO012,
Curvature,-0.2599091,0.8280938,Geomorphology,DEMO013,
Curvature,-0.2004676,0.8420674,Geomorphology,DEMO014,
Curvature,-0.2111327,0.7947763,Geomorphology,DEMO015,
Curvature,-0.2484222,0.7102494,Geomorphology,DEMO016,
Curvature,-0.2080615,0.6359005,Geomorphology,DEMO017,
Curvature,-0.1664848,0.6130510,Geomorphology,DEMO018,
Curvature,-0.2036416,0.6512429,Geomorphology,DEMO019,
Curvature,-0.2176724,0.7222900,Geomorphology,DEMO020,
Curvature,-0.1608593,0.7777636,Geomorphology,DEMO021,
Curvature,-0.1501361,0.7790498,Geomorphology,DEMO022,
Curvature,-0.1960977,0.7213157,Geomorphology,DEMO023,
Curvature,-0.1784094,0.6364983,Geomorphology,DEMO024,
Curvature,-0.1245941,0.5734609,Geomorphology,DEMO025,
Curvature,-0.1462277,0.5676400,Geomorphology,DEMO026,
Curvature,-0.1803825,0.6190305,Geomorphology,DEMO027,
Curvature,-0.1354092,0.6921818,Geomorphology,DEMO028,
Curvature,-0.1032717,0.7382063,Geomorphology,DEMO029,
Curvature,-0.1464404,0.7251327,Geomorphology,DEMO030,
Curvature,-0.1531259,0.6577552,Geomorphology,DEMO031,
Curvature,-0.0962855,0.5746513,Geomorphology,DEMO032,
Curvature,-0.0962674,0.5242209,Geomorphology,DEMO033,
Curvature,-0.1419425,0.5346254,Geomorphology,DEMO034,
Curvature,-0.1164781,0.5962965,Geomorphology,DEMO035,
Curvature,-0.0680353,0.6678738,Geomorphology,DEMO036,
Curvature,-0.0981654,0.7018874,Geomorphology,DEMO037,
Curvature,-0.1264991,0.6742336,Geomorphology,DEMO038,
Curvature,-0.0769577,0.5991407,Geomorphology,DEMO039,
Curvature,-0.0540237,0.5203308,Geomorphology,DEMO040,
Curvature,-0.1006398,0.4838658,Geomorphology,DEMO041,
Curvature,-0.0987002,0.5095406,Geomorphology,DEMO042,
Curvature,-0.0427020,0.5785885,Geomorphology,DEMO043,
Curvature,-0.0524888,0.6453331,Geomorphology,DEMO044,
Curvature,-0.0955590,0.6655520,Geomorphology,DEMO045,
Curvature,-0.0623679,0.6239370,Geomorphology,DEMO046,
Curvature,-0.0201438,0.5435991,Geomorphology,DEMO047,
Curvature,-0.0571102,0.4717147,Geomorphology,DEMO048,
Curvature,-0.0780608,0.4502275,Geomorphology,DEMO049,
Curvature,-0.0249534,0.4897998,Geomorphology,DEMO050,
Curvature,-0.0113925,0.5631898,Geomorphology,DEMO051,
Curvature,-0.0593954,0.6221675,Geomorphology,DEMO052,
Curvature,-0.0483722,0.6274642,Geomorphology,DEMO053,
Curvature,0.0054643,0.5731574,Geomorphology,DEMO054,
Curvature,-0.0133309,0.4903473,Geomorphology,DEMO055,
Curvature,-0.0519372,0.4278424,Geomorphology,DEMO056,
Curvature,-0.0116529,0.4218477,Geomorphology,DEMO057,
Curvature,0.0234110,0.4734807,Geomorphology,DEMO058,
Curvature,-0.0187748,0.5480757,Geomorphology,DEMO059,
Curvature,-0.0312571,0.5967105,Geomorphology,DEMO060,
Curvature,0.0240863,0.5865858,Geomorphology,DEMO061,
Curvature,0.0282191,0.5213930,Geomorphology,DEMO062,
Curvature,-0.0192347,0.4390201,Geomorphology,DEMO063,
Curvature,0.0008844,0.3880225,Geomorphology,DEMO064,
Curvature,0.0511752,0.3974684,Geomorphology,DEMO065,
Curvature,0.0243409,0.4588866,Geomorphology,DEMO066,
Curvature,-0.0081932,0.5315255,Geomorphology,DEMO067,
Curvature,0.0382274,0.5676594,Geomorphology,DEMO068,
Curvature,0.0653409,0.5422244,Geomorphology,DEMO069,
Curvature,0.0196522,0.4683825,Geomorphology,DEMO070,
Curvature,0.0163891,0.3893465,Geomorphology,DEMO071,
Curvature,0.0725165,0.3515433,Geomorphology,DEMO072,
Curvature,0.0674324,0.3757816,Geomorphology,DEMO073,
Curvature,0.0224153,0.4443279,Geomorphology,DEMO074,
Curvature,0.0513254,0.5119181,Geomorphology,DEMO075,
Curvature,0.0967887,0.5338648,Geomorphology,DEMO076,
Curvature,0.0631414,0.4938069,Geomorphology,DEMO077,
Curvature,0.0380948,0.4138683,Geomorphology,DEMO078,
Curvature,0.0895084,0.3409173,Geomorphology,DEMO079,
Curvature,0.1081614,0.3174594,Geomorphology,DEMO080,
Curvature,0.0608306,0.3552394,Geomorphology,DEMO081,
Curvature,0.0672779,0.4279457,Geomorphology,DEMO082,
Curvature,0.1227613,0.4875484,Geomorphology,DEMO083,
Curvature,0.1090304,0.4941230,Geomorphology,DEMO084,
Curvature,0.0683282,0.4406420,Geomorphology,DEMO085,
Curvature,0.1055203,0.3573360,Geomorphology,DEMO086,
Curvature,0.1451239,0.2929182,Geomorphology,DEMO087,
Curvature,0.1062166,0.2843298,Geomorphology,DEMO088,
Curvature,0.0899495,0.3337970,Geomorphology,DEMO089,
Curvature,0.1451857,0.4074447,Geomorphology,DEMO090,
Curvature,0.1552939,0.4563293,Geomorphology,DEMO091,
Curvature,0.1084049,0.4468294,Geomorphology,DEMO092,
Curvature,0.1249282,0.3815198,Geomorphology,DEMO093,
Curvature,0.1785725,0.2975681,Geomorphology,DEMO094,
Curvature,0.1572826,0.2436481,Geomorphology,DEMO095,
Curvature,0.1228989,0.2497073,Geomorphology,DEMO096,
Curvature,0.1678920,0.3083633,Geomorphology,DEMO097,
Curvature,0.2011275,0.3794803,Geomorphology,DEMO098,
Curvature,0.1590588,0.4150860,Geomorphology,DEMO099,
Curvature,0.1530004,0.3891531,Geomorphology,DEMO100,
Curvature,0.2112415,0.3137518,Geomorphology,DEMO101,
Curvature,0.2135395,0.2315420,Geomorphology,DEMO102,
Curvature,0.1697774,0.1892678,Geomorphology,DEMO103,
Curvature,0.1971196,0.2087130,Geomorphology,DEMO104,
Curvature,0.2485988,0.2731542,Geomorphology,DEMO105,
Curvature,0.2220185,0.3377239,Geomorphology,DEMO106,
Curvature,0.1968395,0.3572463,Geomorphology,DEMO107,
Curvature,0.2501736,0.3142589,Geomorphology,DEMO108,
Curvature,0.2782447,0.2298167,Geomorphology,DEMO109,
Curvature,0.2370110,0.1503660,Geomorphology,DEMO110,
Curvature,0.2444239,0.1188362,Geomorphology,DEMO111,
Curvature,0.3074002,0.1478954,Geomorphology,DEMO112,
Curvature,0.3061589,0.2119670,Geomorphology,DEMO113,
Curvature,0.2722617,0.2629490,Geomorphology,DEMO114,
Curvature,0.3161997,0.2598413,Geomorphology,DEMO115,
Curvature,0.3724684,0.1938169,Geomorphology,DEMO116,
Curvature,0.3531356,0.0930130,Geomorphology,DEMO117,
Curvature,0.3549013,0.0036287,Geomorphology,DEMO118,
Curvature,0.4426129,0.0000000,Geomorphology,DEMO119,
Curvature,0.5280564,0.0000000,Geomorphology,DEMO120,
Elevation,-0.4227383,0.0000000,Geomorphology,DEMO001,11
Elevation,-0.3318121,0.0000000,Geomorphology,DEMO002,
Elevation,-0.2799199,0.0979935,Geomorphology,DEMO003,
Elevation,-0.2964945,0.1973836,Geomorphology,DEMO004,
Elevation,-0.2887062,0.2433789,Geomorphology,DEMO005,
Elevation,-0.2336237,0.2238165,Geomorphology,DEMO006,
Elevation,-0.2253666,0.1637089,Geomorphology,DEMO007,
Elevation,-0.2544073,0.1111401,Geomorphology,DEMO008,
Elevation,-0.2282335,0.1080955,Geomorphology,DEMO009,
Elevation,-0.1848453,0.1647792,Geomorphology,DEMO010,
Elevation,-0.2041397,0.2535211,Geomorphology,DEMO011,
Elevation,-0.2223896,0.3261243,Geomorphology,DEMO012,
Elevation,-0.1796165,0.3439117,Geomorphology,DEMO013,
Elevation,-0.1583488,0.3018298,Geomorphology,DEMO014,
Elevation,-0.1922317,0.2316519,Geomorphology,DEMO015,
Elevation,-0.1879376,0.1822978,Geomorphology,DEMO016,
Elevation,-0.1413063,0.1894943,Geomorphology,DEMO017,
Elevation,-0.1468981,0.2536217,Geomorphology,DEMO018,
Elevation,-0.1788198,0.3395045,Geomorphology,DEMO019,
Elevation,-0.1506609,0.3982779,Geomorphology,DEMO020,
Elevation,-0.1156613,0.3977518,Geomorphology,DEMO021,
Elevation,-0.1433075,0.3424175,Geomorphology,DEMO022,
Elevation,-0.1582903,0.2706719,Geomorphology,DEMO023,
Elevation,-0.1149683,0.2309854,Geomorphology,DEMO024,
Elevation,-0.1030934,0.2518118,Geomorphology,DEMO025,
Elevation,-0.1398245,0.3239280,Geomorphology,DEMO026,
Elevation,-0.1299470,0.4061694,Geomorphology,DEMO027,
Elevation,-0.0864711,0.4510008,Geomorphology,DEMO028,
Elevation,-0.1004684,0.4340421,Geomorphology,DEMO029,
Elevation,-0.1300372,0.3692147,Geomorphology,DEMO030,
Elevation,-0.0973767,0.3001012,Geomorphology,DEMO031,
Elevation,-0.0690433,0.2728854,Geomorphology,DEMO032,
Elevation,-0.1017232,0.3076763,Geomorphology,DEMO033,
Elevation,-0.1108757,0.3860246,Geomorphology,DEMO034,
Elevation,-0.0666093,0.4623830,Geomorphology,DEMO035,
Elevation,-0.0629329,0.4923950,Geomorphology,DEMO036,
Elevation,-0.0999225,0.4604433,Geomorphology,DEMO037,
Elevation,-0.0835372,0.3893512,Geomorphology,DEMO038,
Elevation,-0.0435105,0.3262118,Geomorphology,DEMO039,
Elevation,-0.0644488,0.3131458,Geomorphology,DEMO040,
Elevation,-0.0897866,0.3611465,Geomorphology,DEMO041,
Elevation,-0.0528461,0.4432552,Geomorphology,DEMO042,
Elevation,-0.0313284,0.5113048,Geomorphology,DEMO043,
Elevation,-0.0672694,0.5258337,Geomorphology,DEMO044,
Elevation,-0.0696350,0.4805932,Geomorphology,DEMO045,
Elevation,-0.0252479,0.4064299,Geomorphology,DEMO046,
Elevation,-0.0293157,0.3521316,Geomorphology,DEMO047,
Elevation,-0.0648242,0.3541313,Geomorphology,DEMO048,
Elevation,-0.0419563,0.4138840,Geomorphology,DEMO049,
Elevation,-0.0061997,0.4969644,Geomorphology,DEMO050,
Elevation,-0.0329452,0.5544465,Geomorphology,DEMO051,
Elevation,-0.0527975,0.5532885,Geomorphology,DEMO052,
Elevation,-0.0123648,0.4968527,Geomorphology,DEMO053,
Elevation,0.0020325,0.4228193,Geomorphology,DEMO054,
Elevation,-0.0356248,0.3797876,Geomorphology,DEMO055,
Elevation,-0.0307631,0.3970975,Geomorphology,DEMO056,
Elevation,0.0126541,0.4666099,Geomorphology,DEMO057,
Elevation,0.0013134,0.5477629,Geomorphology,DEMO058,
Elevation,-0.0312323,0.5927615,Geomorphology,DEMO059,
Elevation,-0.0023046,0.5762600,Geomorphology,DEMO060,
Elevation,0.0283323,0.5111027,Geomorphology,DEMO061,
Elevation,-0.0030477,0.4403487,Geomorphology,DEMO062,
Elevation,-0.0164721,0.4105333,Geomorphology,DEMO063,
Elevation,0.0264322,0.4427705,Geomorphology,DEMO064,
Elevation,0.0335289,0.5196422,Geomorphology,DEMO065,
Elevation,-0.0043384,0.5960162,Geomorphology,DEMO066,
Elevation,0.0078726,0.6270747,Geomorphology,DEMO067,
Elevation,0.0491875,0.5961471,Geomorphology,DEMO068,
Elevation,0.0312172,0.5250640,Geomorphology,DEMO069,
Elevation,0.0029648,0.4606015,Geomorphology,DEMO070,
Elevation,0.0372856,0.4454343,Geomorphology,DEMO071,
Elevation,0.0620804,0.4916360,Geomorphology,DEMO072,
Elevation,0.0273576,0.5731824,Geomorphology,DEMO073,
Elevation,0.0210708,0.6421142,Geomorphology,DEMO074,
Elevation,0.0653286,0.6583214,Geomorphology,DEMO075,
Elevation,0.0651717,0.6144528,Geomorphology,DEMO076,
Elevation,0.0286039,0.5404832,Geomorphology,DEMO077,
Elevation,0.0480512,0.4850999,Geomorphology,DEMO078,
Elevation,0.0862095,0.4854701,Geomorphology,DEMO079,
Elevation,0.0624855,0.5441612,Geomorphology,DEMO080,
Elevation,0.0397416,0.6275485,Geomorphology,DEMO081,
Elevation,0.0786453,0.6866981,Geomorphology,DEMO082,
Elevation,0.0971043,0.6877573,Geomorphology,DEMO083,
Elevation,0.0604860,0.6329792,Geomorphology,DEMO084,
Elevation,0.0618697,0.5593258,Geomorphology,DEMO085,
Elevation,0.1063830,0.5155174,Geomorphology,DEMO086,
Elevation,0.0993281,0.5317793,Geomorphology,DEMO087,
Elevation,0.0656108,0.6010751,Geomorphology,DEMO088,
Elevation,0.0920408,0.6834793,Geomorphology,DEMO089,
Elevation,0.1261974,0.7309744,Geomorphology,DEMO090,
Elevation,0.0979018,0.7172737,Geomorphology,DEMO091,
Elevation,0.0818367,0.6541496,Geomorphology,DEMO092,
Elevation,0.1245140,0.5841269,Geomorphology,DEMO093,
Elevation,0.1365167,0.5540798,Geomorphology,DEMO094,
Elevation,0.0996986,0.5861281,Geomorphology,DEMO095,
Elevation,0.1092462,0.6639067,Geomorphology,DEMO096,
Elevation,0.1531434,0.7427345,Geomorphology,DEMO097,
Elevation,0.1400335,0.7773694,Geomorphology,DEMO098,
Elevation,0.1109210,0.7501114,Geomorphology,DEMO099,
Elevation,0.1441866,0.6818040,Geomorphology,DEMO100,
Elevation,0.1740030,0.6189004,Geomorphology,DEMO101,
Elevation,0.1428935,0.6046285,Geomorphology,DEMO102,
Elevation,0.1349469,0.6521596,Geomorphology,DEMO103,
Elevation,0.1810219,0.7364454,Geomorphology,DEMO104,
Elevation,0.1872964,0.8097921,Geomorphology,DEMO105,
Elevation,0.1527194,0.8315003,Geomorphology,DEMO106,
Elevation,0.1715179,0.7931671,Geomorphology,DEMO107,
Elevation,0.2149533,0.7239364,Geomorphology,DEMO108,
Elevation,0.1980165,0.6724412,Geomorphology,DEMO109,
Elevation,0.1765307,0.6766527,Geomorphology,DEMO110,
Elevation,0.2179722,0.7403651,Geomorphology,DEMO111,
Elevation,0.2453391,0.8309250,Geomorphology,DEMO112,
Elevation,0.2158567,0.8996251,Geomorphology,DEMO113,
Elevation,0.2204840,0.9121158,Geomorphology,DEMO114,
Elevation,0.2737223,0.8699803,Geomorphology,DEMO115,
Elevation,0.2808750,0.8101420,Geomorphology,DEMO116,
Elevation,0.2588788,0.7826246,Geomorphology,DEMO117,
Elevation,0.2996777,0.8209171,Geomorphology,DEMO118,
Elevation,0.3631633,0.9250789,Geomorphology,DEMO119,
Elevation,0.3930402,1.0000000,Geomorphology,DEMO120,
Soil,-0.2734840,0.9739942,Surface cover,DEMO001,12
Soil,-0.2076118,0.9724032,Surface cover,DEMO002,
Soil,-0.1992657,0.9942892,Surface cover,DEMO003,
Soil,-0.2072476,0.9743799,Surface cover,DEMO004,
Soil,-0.1767795,0.9011998,Surface cover,DEMO005,
Soil,-0.1511396,0.8037935,Surface cover,DEMO006,
Soil,-0.1673972,0.7297865,Surface cover,DEMO007,
Soil,-0.1687758,0.7143804,Surface cover,DEMO008,
Soil,-0.1352657,0.7578024,Surface cover,DEMO009,
Soil,-0.1294144,0.8247740,Surface cover,DEMO010,
Soil,-0.1510223,0.8661748,Surface cover,DEMO011,
Soil,-0.1373420,0.8493828,Surface cover,DEMO012,
Soil,-0.1082768,0.7784161,Surface cover,DEMO013,
Soil,-0.1201195,0.6913529,Surface cover,DEMO014,
Soil,-0.1350075,0.6366191,Surface cover,DEMO015,
Soil,-0.1085652,0.6428657,Surface cover,DEMO016,
Soil,-0.0926545,0.7011357,Surface cover,DEMO017,
Soil,-0.1151499,0.7703939,Surface cover,DEMO018,
Soil,-0.1153037,0.8029830,Surface cover,DEMO019,
Soil,-0.0844623,0.7741963,Surface cover,DEMO020,
Soil,-0.0860832,0.6976020,Surface cover,DEMO021,
Soil,-0.1086708,0.6166010,Surface cover,DEMO022,
Soil,-0.0923874,0.5774609,Surface cover,DEMO023,
Soil,-0.0676791,0.6005717,Surface cover,DEMO024,
Soil,-0.0847113,0.6677731,Surface cover,DEMO025,
Soil,-0.0971153,0.7336228,Surface cover,DEMO026,
Soil,-0.0694127,0.7536080,Surface cover,DEMO027,
Soil,-0.0592078,0.7117810,Surface cover,DEMO028,
Soil,-0.0837028,0.6306560,Surface cover,DEMO029,
Soil,-0.0798285,0.5572220,Surface cover,DEMO030,
Soil,-0.0503699,0.5337572,Surface cover,DEMO031,
Soil,-0.0575045,0.5715691,Surface cover,DEMO032,
Soil,-0.0787248,0.6439686,Surface cover,DEMO033,
Soil,-0.0589825,0.7028394,Surface cover,DEMO034,
Soil,-0.0382321,0.7085152,Surface cover,DEMO035,
Soil,-0.0588475,0.6544092,Surface cover,DEMO036,
Soil,-0.0674332,0.5711010,Surface cover,DEMO037,
Soil,-0.0385398,0.5073441,Surface cover,DEMO038,
Soil,-0.0336269,0.4997871,Surface cover,DEMO039,
Soil,-0.0586527,0.5502119,Surface cover,DEMO040,
Soil,-0.0502641,0.6244253,Surface cover,DEMO041,
Soil,-0.0225857,0.6734907,Surface cover,DEMO042,
Soil,-0.0344885,0.6641156,Surface cover,DEMO043,
